Book Name,Author,Genre,Average Ratings,Total Ratings,Publisher,Stall Number
About That Night,Julie James,Romance,4.05,23417,"Urban Leaf Publications, Coimbatore",37
The Drowned World,J.G. Ballard,ScienceFiction,3.54,23396,Cobalt Blue Books,29
"Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle",Rachel Dratch,Autobiography,3.59,23363,Ruby Editions,31
What Every Body is Saying: An Ex-FBI Agent's Guide to Speed-Reading People,Joe Navarro,Psychology,3.9,23337,"Global Reads, Coimbatore",29
Dead Man's Folly,Agatha Christie,Mystery,3.82,23334,Goldleaf Publishers,45
Something from the Nightside,Simon R. Green,Fantasy,3.77,23331,Magnolia Books,47
"The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind, Survive Everyday Parenting Struggles, and Help Your Family Thrive",Daniel J. Siegel,Parenting,4.23,23292,CBE Publishers,34
The Magic of Reality: How We Know What's Really True,Richard Dawkins,Science,4.04,23292,Saffron Reads,22
A Burning,Megha Majumdar,Political Thriller,4.01,23291,"Omni Books, Coimbatore",44
Red Mist,Patricia Cornwell,Mystery,3.78,23285,Eastwood Publications,33
The Good House,Ann Leary,Fiction,3.68,23283,"Global Reads, Coimbatore",16
The Sands of Time,Sidney Sheldon,Fiction,3.76,23279,BookTown Coimbatore,31
Dark Fire,C.J. Sansom,Historical,4.28,23263,Star Light Publishing,34
The Guy Not Taken,Jennifer Weiner,WomensFiction,3.49,23229,"Omni Books, Coimbatore",8
The Tail of Emily Windsnap,Liz Kessler,Fantasy,3.92,23228,Riverdale Press,5
Not Quite Dating,Catherine Bybee,Romance,3.91,23223,Lotus Pond Press,28
"Merry Christmas, Alex Cross",James Patterson,Mystery,3.89,23215,Diamond Press,27
Bloodline,James Rollins,Thriller,4.21,23211,Greenfield Publishing,7
Celebrity in Death,J.D. Robb,Mystery,4.3,23205,Opal Book House,45
"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany",Bill Buford,FoodAndDrink,3.9,23195,"Omni Books, Coimbatore",41
Samarkand,Amin Maalouf,Fiction,4.24,23190,Crimson Press,34
The Atrocity Archives,Charles Stross,ScienceFiction,3.9,23184,Mountain View Publishers,21
Spy School,Stuart Gibbs,Mystery,3.95,23176,Teal Publications,18
Here Be Sexist Vampires,Suzanne Wright,Fantasy,4.04,23165,Goldleaf Publishers,27
Try Me,Olivia Cunning,Romance,3.87,23141,BookTown Coimbatore,41
Ghost in the Wires: My Adventures as the World's Most Wanted Hacker,Kevin D. Mitnick,Nonfiction,3.92,23133,Orchid Publications,47
The Lewis Man,Peter  May,Mystery,4.21,23120,Indigo Bookworks,24
The Little Mermaid,Hans Christian Andersen,Classics,3.97,23116,Coral Wave Press,28
The Gatecrasher,Madeleine Wickham,WomensFiction,3.28,23102,Magnolia Books,2
Prince of the Blood,Raymond E. Feist,Fantasy,3.99,23060,Pearl Press,5
What I Thought Was True,Huntley Fitzpatrick,YoungAdult,3.72,23014,Star Light Publishing,9
Democracy in America,Alexis de Tocqueville,History,4.03,23009,Coimbatore Book House,30
Why Didn't They Ask Evans?,Agatha Christie,Mystery,3.89,23000,Silverline Publishers,14
The Lost Heir,Tui T. Sutherland,Fantasy,4.5,22996,Ruby Editions,38
Hana,Lauren Oliver,ScienceFiction,3.63,22976,Magnolia Books,31
Swimmy,Leo Lionni,Childrens,4.14,22971,Riverdale Press,6
Prisoner B-3087,Alan Gratz,Historical,4.45,22950,Riverbank Books,50
Wake,Amanda Hocking,Fantasy,3.69,22915,Sunrise Books,25
Chesapeake,James A. Michener,Fiction,4.19,22910,Cherry Blossom Books,46
All Our Yesterdays,Cristin Terrill,YoungAdult,4.02,22896,Heritage Publishing,32
"The Walking Dead, Vol. 6: This Sorrowful Life",Robert Kirkman,SequentialArt,4.31,22879,Quartz Books,20
Three Times Lucky,Sheila Turnage,Mystery,4.03,22873,Riverdale Press,45
The Pursuit of Happyness,Chris Gardner,Nonfiction,4.2,22865,Galaxy Press,44
Nature Girl,Carl Hiaasen,Fiction,3.64,22863,Sunrise Books,40
Delusion in Death,J.D. Robb,Mystery,4.33,22862,Coastal Breeze Publishers,13
Scent of Magic,Maria V. Snyder,Fantasy,4.12,22829,CBE Publishers,50
A Monstrous Regiment of Women,Laurie R. King,Mystery,4.04,22801,Sunflower Press,39
Strangers in Death,J.D. Robb,Mystery,4.31,22782,Mountain View Publishers,36
"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",Paul Tough,Education,3.9,22781,Pearl Press,16
The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,J. Maarten Troost,Travel,3.86,22780,Saffron Reads,27
Man and His Symbols,Carl G. Jung,Psychology,4.16,22761,NorthStar Books,49
Pride of Baghdad,Brian K. Vaughan,SequentialArt,3.88,22755,Coimbatore Press,37
The Doomsday Conspiracy,Sidney Sheldon,Fiction,3.64,22729,Heritage Publishing,36
Dangerous Girls,Abigail Haas,YoungAdult,4.07,22724,Riverbank Books,5
Shadow Prey,John Sandford,Mystery,3.97,22721,Sunrise Books,6
Wideacre,Philippa Gregory,Historical,3.33,22709,Silver Oak Publishing,11
Black Water,D.J. MacHale,Fantasy,4.17,22699,Cobalt Blue Books,9
The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,Christian,3.96,22698,Heritage Publishing,32
Never Knowing,Chevy Stevens,Thriller,3.87,22682,Mountain View Publishers,39
The Unexpected Mrs. Pollifax,Dorothy Gilman,Mystery,4.15,22681,Heritage Publishing,3
My Life with the Walter Boys,Ali Novak,YoungAdult,3.89,22675,Cherry Blossom Books,10
Chanakya's Chant,Ashwin Sanghi,Fiction,3.73,22672,Lotus Book Publishers,10
Jacob,Jacquelyn Frank,Romance,3.98,22647,Coastal Breeze Publishers,5
Charlie Bone and the Castle of Mirrors,Jenny Nimmo,Fantasy,3.91,22640,Mountain View Publishers,13
Perfect,Judith McNaught,Romance,4.3,22629,Magnolia Books,40
House of Suns,Alastair Reynolds,ScienceFiction,4.2,22619,Cherry Blossom Books,12
Seduction of a Highland Lass,Maya Banks,Romance,4.17,22605,"Urban Leaf Publications, Coimbatore",41
The Rising,Kelley Armstrong,YoungAdult,4.12,22595,Onyx Publishing,34
The Orchid House,Lucinda Riley,Historical,3.93,22569,Cobalt Blue Books,13
The Long War,Terry Pratchett,ScienceFiction,3.63,22556,Orchid Publications,4
"Death Note, Vol. 5: Whiteout",Tsugumi Ohba,SequentialArt,4.34,22544,Riverbank Books,8
Feverborn,Karen Marie Moning,Fantasy,4.22,22527,Pearl Press,8
An Instance of the Fingerpost,Iain Pears,Historical,3.94,22491,Silverline Publishers,25
Horde,Ann Aguirre,YoungAdult,4.25,22482,Crimson Press,17
The Master Butchers Singing Club,Louise Erdrich,Fiction,4.05,22481,Coastal Breeze Publishers,2
Empress Orchid,Anchee Min,Historical,3.88,22443,"Global Reads, Coimbatore",12
Embrace the Night,Karen Chance,Fantasy,4.09,22433,Fernwood Publishers,8
Runaway Ralph,Beverly Cleary,Childrens,3.93,22423,Mountain View Publishers,23
This Is Not My Hat,Jon Klassen,Childrens,4.18,22422,Onyx Publishing,34
Wife by Wednesday,Catherine Bybee,Romance,3.82,22370,Lotus Pond Press,15
Birdman,Mo Hayder,Mystery,3.9,22358,Galaxy Press,41
Sins & Needles,Karina Halle,Romance,3.95,22332,Cherry Blossom Books,29
The Cat Who Walks Through Walls,Robert A. Heinlein,ScienceFiction,3.71,22308,NorthStar Books,10
Winger,Andrew  Smith,YoungAdult,4.04,22304,Cobalt Blue Books,12
The Fourth Bear,Jasper Fforde,Fantasy,4.05,22282,Riverbank Books,38
I'm Just Here for the Food: Food + Heat = Cooking,Alton Brown,FoodAndDrink,4.11,22279,Magnolia Books,16
Cooked: A Natural History of Transformation,Michael Pollan,FoodAndDrink,4.05,22267,Emerald Isle Publishers,34
Live by Night,Dennis Lehane,Fiction,3.9,22264,Pearl Press,26
Zodiac,Robert Graysmith,Crime,3.93,22252,Galaxy Press,9
Charlie Bone and the Invisible Boy,Jenny Nimmo,Fantasy,3.91,22242,Amber Ink Publishers,45
Monument 14,Emmy Laybourne,YoungAdult,3.9,22237,Star Light Publishing,13
Alienated,Melissa Landers,YoungAdult,3.9,22234,Mountain View Publishers,10
Calculated in Death,J.D. Robb,Mystery,4.27,22233,Saffron Reads,33
Saving Faith,David Baldacci,Fiction,3.9,22227,Lotus Book Publishers,41
The Look of Love,Bella Andre,Romance,3.86,22215,"Global Reads, Coimbatore",1
Shatterglass,Tamora Pierce,Fantasy,4.19,22192,Citrine Press,40
The Rose and the Thorn,Michael J. Sullivan,Fantasy,4.4,22191,Heritage Publishing,13
Private Peaceful,Michael Morpurgo,Historical,4.18,22191,BookTown Coimbatore,27
Your Inner Fish: a Journey into the 3.5-Billion-Year History of the Human Body,Neil Shubin,Science,4.01,22182,Indigo Bookworks,1
It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,Dallas Hartwig,Nonfiction,4.09,22134,Coimbatore Press,3
The Miracle at Speedy Motors,Alexander McCall Smith,Mystery,4.1,22100,Eastwood Publications,5
Magic Steps,Tamora Pierce,Fantasy,4.02,22096,Teal Publications,39
Paris,Edward Rutherfurd,Historical,3.99,22096,Silverline Publishers,15
A Complicated Kindness,Miriam Toews,Fiction,3.66,22066,Topaz Publishing,31
Unattainable,Madeline Sheehan,Dark,4.3,22054,Riverbank Books,14
Underworld,Meg Cabot,YoungAdult,3.87,22047,Marigold Press,32
The King's Buccaneer,Raymond E. Feist,Fantasy,4.03,22038,Coimbatore Book House,31
Daimon,Jennifer L. Armentrout,YoungAdult,4.08,22030,Cobalt Blue Books,40
Under the Skin,Michel Faber,Fiction,3.73,21988,Star Light Publishing,18
The Ice Limit,Douglas Preston,Thriller,3.98,21977,Riverdale Press,34
Palace of Stone,Shannon Hale,Fantasy,3.99,21958,Crimson Press,19
Suspect,Robert Crais,Mystery,4.17,21933,Jade Books,32
Nerve,Jeanne Ryan,YoungAdult,3.36,21931,Topaz Publishing,47
"Preacher, Volume 3: Proud Americans",Garth Ennis,SequentialArt,4.28,21923,Blue Horizon Publishers,3
"Death Note, Vol. 7: Zero",Tsugumi Ohba,SequentialArt,4.44,21904,Goldleaf Publishers,29
Say Cheese and Die!,R.L. Stine,Horror,3.76,21883,"Global Reads, Coimbatore",28
The Summer Tree,Guy Gavriel Kay,Fantasy,3.98,21876,Teal Publications,44
16 Lighthouse Road,Debbie Macomber,Romance,4.08,21866,BookTown Coimbatore,23
Holding the Dream,Nora Roberts,Romance,4.05,21860,Maple Leaf Books,30
The Baker's Daughter,Sarah McCoy,Historical,3.96,21858,Sunflower Press,40
Batman: The Black Mirror,Scott Snyder,SequentialArt,4.28,21835,Emerald Literatures,16
Stolen Prey,John Sandford,Mystery,4.19,21834,Pearl Press,9
The Inn at Rose Harbor,Debbie Macomber,Romance,3.94,21828,Magnolia Books,29
A House for Mr Biswas,V.S. Naipaul,Classic Fiction,3.81,21822,Sunrise Books,42
The First American: The Life and Times of Benjamin Franklin,H.W. Brands,Biography,4.05,21807,Amber Ink Publishers,17
Private Games,James Patterson,Mystery,3.85,21756,Ruby Editions,19
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,Travel,3.95,21744,Fernwood Publishers,21
Variant,Robison Wells,YoungAdult,3.93,21731,Mountain View Publishers,34
Raven Rise,D.J. MacHale,Fantasy,4.19,21719,Lotus Pond Press,7
The Nightmare,Lars Kepler,Thriller,3.84,21682,Pearl Press,38
Gang Leader for a Day: A Rogue Sociologist Takes to the Streets,Sudhir Venkatesh,Nonfiction,4.05,21674,Heritage Publishing,38
Pack Challenge,Shelly Laurenston,Fantasy,3.92,21671,Marigold Press,17
"Tall, Dark & Lonely",R.L. Mathewson,Fantasy,4.03,21636,Sunflower Press,30
The Moon Is Down,John Steinbeck,Fiction,3.9,21636,Silver Oak Publishing,12
The Funhouse,Dean Koontz,Horror,3.63,21622,Riverdale Press,28
Indebted,Amy A. Bartol,Paranormal,4.35,21606,Onyx Publishing,26
The Universe Versus Alex Woods,Gavin Extence,Fiction,4.09,21579,Lotus Book Publishers,17
The Bone Bed,Patricia Cornwell,Mystery,3.69,21575,Coral Wave Press,22
Babbitt,Sinclair Lewis,Fiction,3.67,21568,Coimbatore Book House,23
The Last Council,Kazu Kibuishi,SequentialArt,4.4,21544,Ruby Editions,27
Tampa,Alissa Nutting,Fiction,3.46,21508,Sunflower Press,24
The Great Gilly Hopkins,Katherine Paterson,Fiction,3.84,21476,Eastwood Publications,43
Journal 64,Jussi Adler-Olsen,Mystery,4.05,21470,Crimson Press,32
Shatterproof,Roland Smith,Adventure,4.17,21436,Quartz Books,36
The Wall,Jean-Paul Sartre,Philosophy,4.08,21435,Sunrise Books,38
Snow Country,Yasunari Kawabata,Fiction,3.66,21434,Silverline Publishers,23
The Longest Day,Cornelius Ryan,History,4.32,21393,"Urban Leaf Publications, Coimbatore",26
The Lion's Lady,Julie Garwood,Romance,4.17,21392,Marigold Press,24
House of M,Brian Michael Bendis,SequentialArt,4.01,21376,Heritage Publishing,13
Glitches,Marissa Meyer,YoungAdult,3.98,21375,Silver Oak Publishing,34
Tied with Me,Kristen Proby,Romance,4.19,21373,Coimbatore Press,13
An Incomplete Revenge,Jacqueline Winspear,Mystery,4.11,21367,Cherry Blossom Books,35
Redeemed,P.C. Cast,YoungAdult,3.99,21359,Pearl Press,19
The Declaration,Gemma Malley,YoungAdult,3.71,21348,NorthStar Books,13
"Death Note, Vol. 6: Give-and-Take",Tsugumi Ohba,SequentialArt,4.4,21340,Greenfield Publishing,34
Hard to Love,Kendall Ryan,Romance,3.81,21336,"Global Reads, Coimbatore",30
Deep Down,Lee Child,Fiction,3.89,21331,Magnolia Books,29
Lady Friday,Garth Nix,Fantasy,3.92,21296,Marigold Press,50
Storm of the Century,Stephen King,Horror,3.94,21279,Silver Oak Publishing,32
Sam Walton: Made In America,Sam Walton,Business,4.08,21275,Lotus Book Publishers,14
A Night to Surrender,Tessa Dare,Romance,3.76,21274,Silver Oak Publishing,30
Let Me Call You Sweetheart,Mary Higgins Clark,Mystery,3.87,21268,"Global Reads, Coimbatore",31
Arrow's Fall,Mercedes Lackey,Fantasy,4.19,21259,Emerald Literatures,15
The Core,Peter V. Brett,Fantasy,4.17,21255,BookTown Coimbatore,9
Until the Sun Falls from the Sky,Kristen Ashley,Paranormal,4.07,21238,Teal Publications,2
Tyrannosaur Canyon,Douglas Preston,Thriller,3.83,21235,Mountain View Publishers,26
Ghost Boy: My Miraculous Escape from a Life Locked Inside My Own Body,Martin Pistorius,Nonfiction,4.01,21185,Jade Books,29
Why Are All The Black Kids Sitting Together in the Cafeteria?,Beverly Daniel Tatum,Nonfiction,4.29,21179,Onyx Publishing,33
The Silver Palate Cookbook,Julee Rosso,FoodAndDrink,3.98,21171,Emerald Isle Publishers,31
First Rider's Call,Kristen Britain,Fantasy,4.21,21159,Eastwood Publications,8
Private #1 Suspect,James Patterson,Mystery,3.97,21137,Pearl Press,40
"The Walking Dead, Vol. 7: The Calm Before",Robert Kirkman,SequentialArt,4.26,21126,Crimson Press,50
A Good Yarn,Debbie Macomber,Romance,4.12,21119,Galaxy Press,31
"Carry On, Jeeves",P.G. Wodehouse,Fiction,4.24,21116,Crimson Press,25
"Sun and Moon, Ice and Snow",Jessica Day George,Fantasy,3.98,21107,Blue Horizon Publishers,39
Batman vs. The Incredible Hulk,Len Wein,SequentialArt,3.98,21107,Onyx Publishing,7
Fairy Tales from the Brothers Grimm: A New English Version,Philip Pullman,Fantasy,4.07,21094,"Global Reads, Coimbatore",15
Class A,Robert Muchamore,YoungAdult,4.29,21081,Coimbatore Press,18
Attack of the Fiend,Joseph Delaney,Fantasy,4.2,21070,Coimbatore Press,29
A King's Ransom,Jude Watson,Adventure,4.14,21044,Ruby Editions,24
Half Girlfriend,Chetan Bhagat,Romance,3.38,21044,Silver Oak Publishing,9
A Bone to Pick,Charlaine Harris,Mystery,3.74,21038,Fernwood Publishers,49
Arcadia,Lauren Groff,Fiction,3.68,21004,Sunrise Books,36
Thankless in Death,J.D. Robb,Mystery,4.33,21003,"Global Reads, Coimbatore",44
Summer of Night,Dan Simmons,Horror,4.03,21000,Marigold Press,28
The Kreutzer Sonata,Leo Tolstoy,Classics,3.89,20998,Heritage Publishing,19
You've Been Warned,James Patterson,Mystery,3.53,20987,Heritage Publishing,42
Finding the Dream,Nora Roberts,Romance,4.09,20980,Mountain View Publishers,23
With Everything I Am,Kristen Ashley,Fantasy,4.21,20963,Emerald Literatures,10
The Sisterhood,Helen Bryan,Historical,3.78,20958,Sunrise Books,7
"Hawkeye, Volume 2: Little Hits",Matt Fraction,SequentialArt,4.23,20944,Onyx Publishing,15
Tales from a Not-So-Happy Heartbreaker,Rachel RenAAe Russell,Childrens,4.38,20943,Citrine Press,49
Che Guevara: A Revolutionary Life,Jon Lee Anderson,Biography,4.06,20910,Jade Books,34
The Hydrogen Sonata,Iain M. Banks,ScienceFiction,4.17,20904,Coimbatore Press,31
Shards of a Broken Crown,Raymond E. Feist,Fantasy,4.03,20886,CBE Publishers,34
The Very Quiet Cricket,Eric Carle,Childrens,4.03,20853,Galaxy Press,5
Rose Under Fire,Elizabeth Wein,Historical,4.11,20840,Marigold Press,41
The Water is Wide,Pat Conroy,Autobiography,4.13,20827,Coimbatore Book House,40
Homecoming,Cynthia Voigt,YoungAdult,3.95,20826,Galaxy Press,44
The System of the World,Neal Stephenson,Fiction,4.33,20819,Maple Leaf Books,33
Day Watch,Sergei Lukyanenko,Fantasy,4.06,20782,"Omni Books, Coimbatore",30
"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",Jacob Tomsky,Nonfiction,3.56,20776,Cherry Blossom Books,28
Plan B: Further Thoughts on Faith,Anne Lamott,Nonfiction,4.03,20773,Jade Books,19
The Sunday Philosophy Club,Alexander McCall Smith,Mystery,3.36,20762,Crimson Press,13
Hallucinations,Oliver Sacks,Nonfiction,3.89,20758,Fernwood Publishers,38
The Hollow Hills,Mary  Stewart,Fantasy,4.24,20750,Crimson Press,35
Blood Rites,Quinn Loftis,Shapeshifters,4.39,20744,Coimbatore Press,38
Bones Are Forever,Kathy Reichs,Mystery,3.91,20744,Mountain View Publishers,6
In the Tall Grass,Stephen King,Horror,3.66,20738,Maple Leaf Books,19
Everblaze,Shannon Messenger,Fantasy,4.59,20723,Ruby Editions,20
Memoirs of Hadrian,Marguerite Yourcenar,Historical,4.25,20716,BookTown Coimbatore,16
Gustav Klimt: 1862-1918,Gilles NAAret,Art,4.16,20670,Maple Leaf Books,1
True Love Story,Willow Aster,Romance,4.05,20666,"Global Reads, Coimbatore",8
The Other Wind,Ursula K. Le Guin,Fantasy,4.14,20645,Heritage Publishing,38
One Door Away from Heaven,Dean Koontz,Horror,3.98,20644,Emerald Literatures,17
The Dark Monk,Oliver PAAtzsch,Historical,3.87,20632,Magnolia Books,39
The Twelve Chairs,Ilya Ilf,Fiction,4.41,20623,Teal Publications,22
The Hedge Knight,George R.R. Martin,Fantasy,4.25,20620,Pearl Press,43
Styxx,Sherrilyn Kenyon,Romance,4.58,20609,Citrine Press,30
Amy and Isabelle,Elizabeth Strout,Fiction,3.84,20603,Lotus Book Publishers,35
Emmy & Oliver,Robin Benway,YoungAdult,3.91,20597,Maple Leaf Books,28
Games of the Heart,Kristen Ashley,Romance,4.4,20592,Onyx Publishing,24
Baudolino,Umberto Eco,Fiction,3.76,20583,Eastwood Publications,45
My Best Friend's Girl,Dorothy Koomson,WomensFiction,4.04,20573,Magnolia Books,48
Five Weeks in a Balloon,Jules Verne,Classics,3.77,20568,Coimbatore Press,6
The Little Coffee Shop of Kabul,Deborah Rodriguez,Fiction,3.64,20561,Indigo Bookworks,21
The People in the Trees,Hanya Yanagihara,Fiction,3.71,20540,Pearl Press,38
The Crow Road,Iain Banks,Fiction,4.05,20537,Quartz Books,37
Lord Loss,Darren Shan,Horror,4.23,20535,Saffron Reads,22
The Sunne in Splendour,Sharon Kay Penman,Historical,4.37,20527,Topaz Publishing,39
Child of the Prophecy,Juliet Marillier,Fantasy,4.12,20525,Coastal Breeze Publishers,41
Deeply Odd,Dean Koontz,Horror,4.05,20523,Citrine Press,4
Always You,Kirsty Moseley,Romance,3.91,20523,Marigold Press,8
Vampires in the Lemon Grove: Stories,Karen Russell,ShortStories,3.68,20481,Riverdale Press,41
Summer's Crossing,Julie Kagawa,Fantasy,4.08,20448,Coastal Breeze Publishers,5
The Will of the Empress,Tamora Pierce,Fantasy,4.18,20446,Lotus Pond Press,33
The Last Dragonslayer,Jasper Fforde,Fantasy,3.86,20444,Ruby Editions,27
I Kissed Dating Goodbye: A New Attitude Toward Relationships and Romance,Joshua Harris,Christian,3.53,20418,Coimbatore Book House,28
The Algebraist,Iain M. Banks,ScienceFiction,4.02,20413,Greenfield Publishing,4
Tales from Earthsea,Ursula K. Le Guin,Fantasy,4.06,20408,CBE Publishers,13
Assata: An Autobiography,Assata Shakur,Nonfiction,4.56,20406,BookTown Coimbatore,29
The Labours of Hercules,Agatha Christie,Mystery,3.81,20391,Coimbatore Press,8
Ruthless,Sara Shepard,Mystery,3.9,20375,Orchid Publications,25
